userId,item_1,item_2,item_3,item_4,item_5,item_6,item_7,item_8,item_9,item_10
47,6429,57528,104243,32179,8425,4966,77427,267,71494,3062
48,4406,762,2826,92427,89904,133365,103755,2798,8950,6581
49,25850,80083,75341,1945,70703,90531,3898,158022,3161,4219
50,428,8118,1163,36850,38798,190221,53435,26958,110655,6310
51,3425,2046,134019,79798,3052,3214,2474,56620,69394,7318
52,3086,1027,160646,1457,112580,2686,4483,26453,76738,27865
53,92234,384,83134,3937,1760,60069,34323,99917,70183,130520
54,5009,143458,5224,1422,2566,131739,33660,160569,1237,162350
55,5500,1339,3024,156387,2964,8302,66943,2093,4722,8372
56,2477,27513,3640,3034,52644,8665,7380,1513,167706,153236
57,51174,68659,74,91094,152372,567,1228,1682,342,6558
58,281,165529,8012,147326,184015,3414,824,102823,4701,3359
59,4795,6375,74580,2990,8481,3879,7333,4212,4424,3851
60,57522,82527,100498,96373,128512,114935,8720,62799,6628,6449
61,57147,3680,61248,2504,3494,114060,7457,7900,1454,80584
62,6281,157432,93982,186,4158,963,44943,4602,180231,8387
63,3735,1686,2152,4754,7326,117109,5250,47978,3141,53127
64,163925,51698,1177,3010,130970,6965,6786,5682,1495,190219
65,2210,116413,157340,147374,7326,70451,104078,9005,2376,5060
66,127098,5922,5993,5680,1419,97168,102735,26649,77,170399
67,59549,2840,4936,100068,6301,175293,60141,3307,59900,3939
68,96373,2032,3550,170401,2376,3705,2891,7161,135887,8362
69,8880,724,1907,4007,5651,3086,59810,92535,2915,2940
70,5324,7714,36525,26693,39183,81788,4029,57183,99813,360
71,4852,46578,60389,51498,84696,6561,4545,2762,5353,25773
72,5611,4082,129428,139717,144606,1965,5679,4653,1979,114925
73,93006,3200,3592,2828,3317,5065,4005,68358,44665,1140
74,114060,1897,3450,3952,57528,5177,238,93740,8796,87430
75,105755,140928,8795,4865,1162,5690,57,4009,5321,8865
76,481,760,122912,5646,107447,95738,116849,46574,136864,122888
77,161580,254,172587,101612,2167,136958,320,2431,574,6269
78,5388,60074,76763,83369,7116,6581,6993,114396,73808,3786
79,239,174727,16,3213,90428,84696,6858,134393,5321,26366
80,112868,2925,7564,1439,27549,1661,7702,4086,1231,8921
81,6350,3573,130052,4404,3021,126,89030,5503,2044,27706
82,2334,8183,6405,138632,4307,2722,139717,33564,7025,8601
83,26152,84847,6324,40870,1352,86295,3102,3327,2857,142422
84,6,6983,327,4207,90057,129657,43333,2469,3513,6949
85,114028,55259,2683,167732,72603,27773,184641,2371,69526,56788
86,163134,53466,2861,52604,30816,54276,60737,6734,170297,263
87,3103,47999,8266,5562,1323,3692,581,7316,7025,84615
88,2490,5358,6215,2582,3790,5415,1426,50356,40946,161634
89,64249,118696,1329,3115,60684,212,7024,6023,3316,88593
90,645,39444,3616,3919,77364,76,92,70663,2706,51575
91,1033,46976,8969,7307,791,7049,99437,102819,40412,703
92,3755,95499,99846,86345,134861,7085,49910,148,58376,528
93,3041,142488,211,3143,7217,7841,2463,82041,1734,64231
94,617,78105,6551,6780,142507,146986,4021,33162,16,2211
95,141544,3910,612,6517,5531,28,1934,4051,4645,37211
96,46530,89047,98607,4084,3174,4083,4,4489,55946,64278
97,5817,159193,502,3985,6060,2819,8917,3832,381,87430
98,3969,56805,80489,115819,8865,27320,150993,8189,4207,115828
99,7008,141131,65130,157407,4506,1374,2257,147,72308,135536
100,71106,88744,293,27178,2432,27778,2320,89945,7477,42011
101,34338,8638,80727,3915,92243,1591,180045,102,952,27741
102,37720,575,93831,8454,85259,1116,175781,2959,4977,2851
103,2871,7165,5486,105540,113225,87960,1928,836,33649,357
104,4899,8241,2709,103141,26528,4135,1806,104272,2888,59615
105,80586,101415,41569,27660,4990,146309,7727,1033,97923,122882
106,174479,4738,96518,79,5053,32031,3845,150696,7439,409
107,107449,72129,77688,1010,100277,2492,6345,134334,158882,4078
108,170697,26429,3251,94325,89470,7062,7153,47044,71999,26649
109,1276,43376,78544,4599,111759,2563,4002,4265,156605,105325
110,6552,49132,104925,2624,4359,6347,3391,53022,172909,4193
111,1835,3266,2017,2977,147374,4504,126430,103339,1641,83601
112,3971,175705,25886,4865,31364,26645,870,5424,79868,2359
113,6005,7572,55820,64695,1398,5875,1226,141400,4912,133716
114,80,5550,897,2448,2746,151559,87413,6966,3654,71379
115,107846,168366,3258,8121,82641,7820,2600,8906,1592,2640
116,2320,3010,3057,4448,3075,2475,5293,7883,3713,130482
117,109483,5944,3000,915,164540,60072,26693,277,97168,2180
118,6752,829,40697,2456,86066,61319,2581,67534,99910,385
119,4782,81018,6720,1798,115667,64614,51084,77881,104925,484
120,27793,7251,2827,4357,5081,526,70946,33679,6890,85796
121,87287,1519,27134,128968,5490,116419,7762,6650,96411,117572
122,1085,132496,7060,4506,291,4034,5901,67734,6689,108190
123,5635,90945,1298,2338,539,3746,71494,2791,3948,5932
124,2465,8905,25937,7212,8782,1586,2072,7088,4115,3849
125,1947,1731,6280,66798,59421,126921,161580,3015,3685,4629
126,4600,2149,116169,143410,523,152081,118862,157369,26686,952
127,5011,4498,26849,918,6308,10,31903,2643,5650,3677
128,2243,3423,533,8951,99,600,72692,104218,765,7650
129,84847,78746,5882,164707,115713,1495,5068,47044,144,70336
130,26750,110297,7993,2693,65350,430,27667,102125,2470,96815
131,27751,2115,2394,61289,41627,106766,171695,635,3627,5478
132,101,897,117881,6057,46322,2370,459,25797,2155,4785
133,149146,26778,4500,581,3609,45442,95744,8874,26606,892
134,33903,185435,83976,73321,7934,7261,4368,37727,130520,3664
135,8753,55844,965,55844,110297,112818,158238,4850,2339,113849
136,459,1902,53883,6503,5325,72330,8838,8373,4526,552
137,48738,8713,81845,99992,43549,87869,1593,1609,2442,85295
138,158956,3587,165959,805,7716,51255,49822,60471,60766,1951
139,7387,3167,2134,1437,8464,2527,21,69746,4915,764
140,168608,1272,107141,1388,100326,139747,6686,68480,133217,3546
141,2589,2652,46335,7078,116419,94494,5745,7443,3652,1987
142,8532,97470,6327,73515,3909,136912,87192,3623,102823,102033
143,2922,5417,5607,142558,6816,115727,56286,117922,27140,5589
144,58655,130518,136564,86864,7833,72294,3099,2737,96606,72624
145,3270,1371,156371,4174,148632,2567,55290,56915,133195,6816
146,173355,158813,1037,79895,7561,6782,36535,1031,179401,6279
147,31553,4802,105844,3185,141668,4921,8364,237,879,68486
148,5364,3843,1255,1804,5493,8577,2013,65685,3534,4909
149,5373,166534,7031,62299,5418,95167,131724,1748,346,102720
150,4863,170837,156387,97923,165639,2537,8864,50954,4917,3115
151,1687,2420,5016,100226,3770,1690,93139,101076,96283,3190
152,59429,26614,8632,161354,185029,101076,3074,46967,50802,7579
153,58191,3442,127184,177615,1438,3254,8235,159510,321,81156
154,44022,1256,93610,152079,90531,2572,156387,5422,142961,8605
155,174681,34530,76738,88746,70293,663,3171,4909,45648,640
156,474,135137,1199,3093,8894,908,1662,107945,53464,37384
157,128520,304,56801,2181,680,6979,8919,550,45431,2172
158,2283,7169,109241,69644,78544,1566,114246,121097,7346,64997
159,7448,1272,2555,238,3060,786,8727,3785,8158,1957
160,3158,84553,104283,64197,94780,553,26095,53578,103543,3528
161,104017,88954,7005,103107,6686,311,3767,135288,47261,5062
162,135137,1594,31590,93721,205,26693,7815,4307,27802,1726
163,82053,2413,168174,506,130452,1867,180031,7176,5479,7101
164,61352,3264,136511,168632,1954,108090,46664,70703,140,4355
165,5489,5088,172253,157296,1947,5485,1489,113,115727,58826
166,152284,2516,172887,8019,5445,3459,2857,117630,7033,1028
167,2008,3863,54004,140816,163639,84799,101142,1399,5316,1856
168,7007,91325,81782,37729,1240,1349,7477,6774,3439,2102
169,5416,80572,6665,26236,86014,110611,128360,172585,2286,4103
170,852,54771,3481,90769,6001,8743,1957,183635,55768,26564
171,55765,141408,96935,2140,4974,6400,86898,6482,552,1586
172,40148,5479,112370,67618,2076,69529,1904,2598,6358,2575
173,81786,27869,25940,96283,2124,2272,3445,51933,75813,4127
174,1948,6981,1678,111362,120478,114707,4181,1718,27879,437
175,3111,97923,92391,2442,115149,331,2794,3032,900,388
176,52831,3176,4754,6228,2376,5712,2483,118924,2860,54259
177,2745,6466,4844,5136,83374,45442,4090,30894,4126,108715
178,6644,85788,7037,6566,3984,2495,171495,3082,61729,43549
179,4207,8870,69069,4115,139385,1417,2820,5358,6461,168418
180,5539,58191,42559,129313,3268,391,2425,146028,172793,118696
181,94867,8371,92309,4670,127132,6407,2734,115170,8957,1278
182,212,105355,64,102378,82053,127298,828,4589,2008,2106
183,1887,133281,93443,4495,109897,4662,1333,386,40278,4646
184,65685,2863,6658,57421,70641,140852,32116,1676,136341,148675
185,2041,2170,7376,8582,3161,103685,158402,4444,6387,168418
186,32598,457,4991,1934,5888,1003,6748,806,62970,174045
187,8810,4031,3825,7340,1939,95720,5240,172497,2525,2677
188,6016,969,2470,58297,120466,6713,155168,8954,69951,2970
189,1912,8189,5444,1645,103221,4830,34523,2447,40826,7326
190,1825,5826,1299,21,108928,103655,798,173925,6551,1276
191,112727,7155,53318,2907,118894,26122,5499,56801,33158,106540
192,2179,2695,524,3798,51884,1767,1258,2087,74275,2863
193,414,148982,142074,5591,2212,5401,4733,134853,102800,85056
194,103819,80862,6567,50445,72554,1672,94015,2091,1619,1453
195,42285,4006,96084,2373,71379,72733,94070,8382,167538,3724
196,31049,5693,8008,165645,56563,3054,5311,50442,90428,72624
197,3506,30810,80551,2866,87413,6090,4372,60832,40412,78209
198,57274,1645,150401,6851,34148,869,5538,7323,150993,175693
199,112454,170697,3578,6537,1473,50796,128842,50796,52784,2572
200,1616,4953,4361,4953,3269,6565,6434,3927,4593,2182
201,57526,127136,2839,4714,100714,2590,4826,6721,7087,2512
202,40,8684,127323,70728,7566,1307,51705,46974,93740,5189
203,8920,4881,26078,7390,48,127194,5258,160563,33830,2979
204,2699,4016,93723,2797,4144,3847,26695,135436,4893,3730
205,3592,6561,166946,104644,99145,1904,3806,102760,145745,352
206,72171,460,2523,44828,1546,61240,31000,110603,89580,6338
207,529,166024,52435,125914,1268,3061,3755,1046,99005,4427
208,95309,9004,47629,113394,7562,86721,6643,2139,1966,33781
209,63113,1097,2236,4535,94262,44788,96417,1895,1602,3704
210,3858,1412,91658,7228,95624,143255,148482,55280,40962,87197
211,2810,118198,7979,6020,593,168254,1173,502,50160,48262
212,7614,128914,212,70994,1035,3201,4492,3531,80969,6893
213,8987,4470,97643,804,3926,3287,453,2892,7156,2501
214,4632,7983,365,69685,62008,88140,2907,109042,5979,178111
215,4121,7318,130052,114818,1047,6266,65359,5051,31903,2155
216,27604,86347,27778,126921,95207,40629,4386,9005,8748,55156
217,100556,152270,8327,33893,8949,31422,78034,117531,36533,55444
218,8447,3176,1805,44197,184253,89118,49286,3669,4772,172793
219,1335,4436,26593,96726,113862,43460,77,115065,70565,70703
220,1017,161580,85881,129354,8781,4246,31030,33435,58826,4645
221,51666,2959,3756,3028,112006,63222,27826,117109,4180,5324
222,4811,2038,4356,2392,5951,32596,47516,109372,7991,187
223,27255,27627,61210,95761,1910,3963,6888,47937,2565,156553
224,2374,5440,3302,77266,4103,3823,178111,5489,7260,79185
225,4221,27692,486,1258,3091,1422,2414,2396,133867,116419
226,58315,34520,73676,101962,37857,2828,103335,1674,79008,134184
227,67508,1119,8614,2482,281,6807,90345,1686,172637,133217
228,6057,59440,44773,4090,82534,143245,95654,30883,60941,115828
229,97643,135777,2991,3814,2288,2558,129011,2899,4857,5990
230,6957,951,1597,5881,7561,179819,74789,6338,2867,44197
231,1341,1130,176389,106002,53140,71520,72641,2140,1937,58309
232,32862,2481,43376,60,4082,3702,89208,4597,48738,144
233,4545,2249,6040,1937,158872,2572,5170,69278,108192,1590
234,34800,160567,117849,1588,4517,5065,4915,44555,2018,74228
235,87430,130073,3404,741,56367,168026,3148,5883,433,55292
236,26317,7386,31086,78105,935,43936,141749,95780,431,3590
237,96520,27618,7027,4811,157,4089,2652,2112,3996,96964
238,2927,161918,1569,2182,8577,6867,130970,156609,169180,568
239,36401,3138,51573,178129,69304,85510,26713,1688,6358,36509
240,147380,27744,50851,4325,1346,81847,6484,1023,4835,86628
241,112006,48342,108945,145935,35957,92674,61257,95449,167790,54796
242,27831,3660,6465,5074,175293,4874,6611,84240,1537,36931
243,3021,1047,3825,131023,80094,3264,159077,112497,173291,141836
244,75805,91660,74727,27788,166558,99532,109313,143511,2618,67534
245,42730,34,104078,26900,424,109576,893,6777,150696,3851
246,936,26871,2167,521,38164,39516,130576,2060,23,5319
247,5502,74685,95307,26038,95499,172253,7101,133879,5945,43921
248,98633,64839,8378,134528,76293,74553,25999,6617,885,5680
249,91658,26265,103685,3915,2321,170357,54259,87834,55094,44759
250,7657,1200,178613,4292,3889,836,49272,7826,3988,3157
251,177,127298,80615,8773,134248,33124,5051,4573,49910,161008
252,93563,74228,1236,127172,1103,5764,5438,33646,127323,97172
253,54281,111732,5804,9,4386,1674,1727,3042,94,1688
254,7698,328,89085,5231,3259,2475,1440,86504,42191,54962
255,4022,6502,4229,54,2992,1257,1243,3104,4654,3740
256,6959,1966,50804,1826,25940,6563,882,32898,3095,7062
257,5444,71254,56620,6961,2875,1178,60037,345,8,2572
258,1876,172825,63033,5873,4537,2106,31225,1346,209,117849
259,3985,2410,35836,126088,2875,110826,1293,5888,4218,305
260,2973,5929,106438,27255,2428,1970,37477,4085,132584,6055
261,176415,4887,8796,40723,1208,7193,135456,3428,1855,36517
262,63312,117867,810,98154,7714,1196,3814,100068,133419,952
263,1997,2478,460,1461,5585,4562,33310,31260,170837,4545
264,1007,161131,95654,3773,125221,4584,1696,1746,79798,152065
265,8241,3608,710,6881,5563,6789,1917,45969,32582,6797
266,7202,3889,33493,4353,91323,71464,77846,5735,5363,393
267,4251,26464,115111,113378,8894,44851,4366,193565,2590,5944
268,32598,156726,103042,1031,185585,4167,5550,984,2670,183295
269,2892,55067,1396,6156,135803,4929,51666,134515,4670,2163
270,193565,136912,4438,2159,634,914,26593,46231,51666,102800
271,30848,2243,68659,2477,2692,170939,685,104283,69784,67618
272,2114,141994,231,2812,26171,5993,87869,122260,1687,2836
273,5319,112552,2261,95449,69746,6055,3357,26171,835,100
274,56788,68932,2041,2951,95508,44193,82527,7728,6870,5048
275,79702,151653,4290,33644,51174,33779,2401,59315,92439,166183
276,3298,26958,6667,26796,53,1397,6856,119145,94011,166534
277,2240,100579,4541,8451,4135,182823,4254,2568,179053,8529
278,4240,73488,26231,276,139385,135216,5741,2495,6584,70687
279,170411,175485,73881,164375,1932,5873,1805,100397,5434,4624
280,163112,85736,3678,5291,26265,119068,3668,2065,4676,90647
281,56837,51884,4102,43376,165969,2202,174909,3731,86817,53453
282,4205,694,56286,55156,4865,7215,167296,100106,102852,47099
283,3435,113829,521,800,2632,476,70533,2187,8035,6571
284,44204,231,2972,149406,53121,6111,2332,95738,77667,151501
285,5415,55492,32289,5772,1365,6963,3143,1964,4628,66509
286,627,95313,176413,86355,148775,2977,3414,42761,3978,32294
287,162414,444,140715,4110,115828,2421,51167,27822,923,78209
288,818,31184,4899,33649,3313,2046,2965,59220,53468,3707
289,73501,5433,33493,88140,127390,172497,27768,3189,132888,52435
290,2669,148667,175,5990,184931,136355,1171,54962,164753,151739
291,95307,6254,80241,160080,7373,7116,68945,3717,1954,3682
292,2018,27611,52867,40732,3186,26555,2259,2502,6380,4720
293,118198,81564,653,2390,26359,7367,2827,919,1162,6788
294,140133,101529,33683,1401,3030,2836,8232,1114,130452,2518
295,2622,139859,426,3895,91666,5527,135456,26498,5468,176805
296,2879,107962,51884,168090,132618,368,3845,8921,728,3691
297,2770,2016,2827,58287,110102,92643,4992,165139,102720,133281
298,198,7789,3831,4229,131714,40826,95449,6656,96726,1554
299,5878,81383,3997,83796,109161,105037,2848,111781,1713,71902
300,7292,81949,25937,7038,1684,96567,121171,1719,3345,6166
301,2370,4830,162598,4041,2525,60516,8290,45730,32917,2194
302,6686,3048,4471,175661,2156,149590,5767,2750,26498,8813
303,52694,4591,40414,668,3249,714,472,1031,128488,49961
304,102084,5325,800,4581,59731,140247,8670,2829,4300,1017
305,277,1060,70994,363,98124,239,6790,2059,62,8799
306,48560,1827,674,5694,112370,2928,5438,62834,119153,7440
307,104863,6902,3964,106918,95,5334,344,36931,4736,27822
308,68945,1981,101739,86835,2006,5801,4932,164,6178,494
309,1599,34048,5377,1208,65585,550,1682,36509,60046,3974
310,4977,27808,7979,6949,6686,2204,1270,2896,53894,78103
311,69606,2338,5925,3330,875,1655,2288,52462,6918,59810
312,74851,2900,8571,30883,60735,8684,44851,136355,110746,6310
313,7177,5380,82461,112552,201,109374,95135,54734,111921,225
314,87028,8954,1243,4617,100556,8714,4268,55036,6912,1285
315,932,1335,72714,4919,140247,122900,26849,6067,4372,153386
316,27716,2378,83601,325,2573,3051,26985,140016,135567,5147
317,1273,54503,4113,32632,62662,2589,32294,89898,176805,1431
318,8391,33660,7096,55278,2295,122892,119,46948,7614,33148
319,8983,3699,2691,3302,48698,61071,766,74677,1912,1721
320,52724,73681,5226,8772,3102,141646,107997,94494,120466,176051
321,232,172589,33090,933,34271,138702,147286,117922,7900,51933
322,391,85788,182731,45106,2273,97285,50872,91978,7178,175661
323,6709,184253,74458,6461,94266,1330,107069,27176,167790,6358
324,4007,172577,3400,61465,131739,6944,1969,6609,2291,54272
325,6536,2316,1599,54001,8169,176415,122900,2255,2600,1119
326,49530,131439,1428,26258,45081,66783,100326,7481,87522,380
327,72489,26585,27373,83134,8327,5979,111680,133217,276,165843
328,5673,55094,1351,135534,105121,172233,8378,552,38159,3725
329,2806,3992,1337,58826,4745,98083,147374,159,947,167296
330,7833,2210,6237,62374,594,2112,6123,6466,122902,71810
331,187,2212,140725,59814,27762,104241,4278,8969,637,4462
332,36509,3481,32649,8781,34150,114184,46664,2930,79006,4387
333,8799,1091,127052,7646,8807,3746,2599,93723,4085,87485
334,58876,6715,5609,30707,96373,14,6568,2354,101025,446
335,30793,27473,161830,6932,1373,599,3506,7058,3706,172215
336,55620,1952,49220,79,166528,4496,5539,7115,26242,2709
337,903,6058,4069,4953,147382,131934,3395,151501,354,160848
338,100326,2115,3521,150696,55118,31658,97188,142196,4911,32234
339,40581,170993,25788,1480,58998,26629,4857,3635,177,33493
340,391,134021,180297,72731,54274,8796,50005,391,50189,61236
341,2321,7349,4036,2145,86835,8973,6022,4533,7372,107436
342,176051,159193,37386,64,95843,3038,118880,5011,7346,2930
343,56757,5564,7479,4800,47721,147002,5570,456,78893,80
344,2817,74791,91860,146684,33145,7742,8025,4502,25937,326
345,143355,90384,82684,51698,27803,5224,1574,42015,147384,5984
346,4054,849,1270,4825,1949,2615,26464,86864,74324,2155
347,32469,3211,4788,6750,3031,6912,134393,1612,6874,101423
348,60904,33966,143355,3044,32302,823,78209,193585,3389,165343
349,25782,27328,8640,135198,1599,165,426,55278,2092,131724
350,540,2571,95199,4166,44020,260,8979,1009,119714,6667
351,62970,891,135,2750,148978,172013,481,34162,167064,69951
352,65651,179073,4409,7102,2744,5617,5575,6044,33644,170945
353,148775,87520,27802,101895,3476,33162,2010,6989,63222,159415
354,1097,3711,50354,7987,1460,6251,78620,4019,2669,175781
355,7707,172825,66544,135137,48161,67799,55555,105325,51471,205
356,3210,1941,1033,97870,7015,131578,39307,7216,760,1129
357,1236,52973,2772,3507,52975,71466,147662,98230,6783,764
358,31422,78544,2290,4697,53435,7071,480,2688,104218,210
359,7209,153408,6946,1642,104245,158402,1415,127116,384,2733
360,58842,172547,159779,4345,295,3438,3171,2167,1647,7134
361,155589,1261,6213,44761,160289,32649,118354,2935,2183,26124
362,127202,68597,67255,73268,5529,527,3438,1305,1735,47952
363,5804,2931,2759,7727,1425,3943,3802,8136,130578,26717
364,61465,116797,110553,86332,154975,2744,138186,2252,136305,128197
365,175435,85796,4428,32799,193565,3055,184349,2513,7169,6946
366,4432,2596,40870,80094,3918,160978,11,384,4898,3177
367,6587,8,7352,1286,841,141400,6671,121,2408,172233
368,3086,533,73106,595,442,4873,1206,2870,2710,3637
369,64957,42002,48780,106766,3836,78266,50356,33201,6809,110771
370,44851,56757,4459,92264,27255,4563,60363,3449,5225,7492
371,183197,136445,79008,99846,54503,55110,1363,3690,26662,1902
372,8955,40697,4902,8506,37741,7260,7317,63072,340,2732
373,187595,110611,1445,3616,110541,86347,141928,1978,107999,3763
374,163386,74696,882,135861,6516,171917,563,86068,3070,7451
375,4508,135861,5099,6760,8500,77798,93326,2055,8905,158027
376,79073,1300,34153,2174,90357,4078,61250,1939,64032,3310
377,3267,7060,8424,18,4568,2922,2058,661,824,7131
378,1682,182299,26409,731,7812,691,142366,112070,45431,2248
379,3372,7382,135436,46322,26394,5804,4498,2212,115819,132046
380,151479,1870,3499,50442,184721,335,25797,131439,129657,104841
381,86922,6324,5063,2891,91126,26999,1009,7745,3114,35836
382,3830,4439,6752,7311,4878,1412,99415,477,155659,1185
383,4392,1373,7046,113278,26676,635,172,1733,981,58806
384,3689,48342,2091,3206,7160,5503,95761,74089,5187,2370
385,105,7360,61073,106873,84553,33836,27689,5358,148238,94780
386,26,136503,4855,6380,5300,74282,8965,5438,5610,95067
387,44974,173291,2130,5064,3628,64839,172215,5151,154358,31162
388,5942,32234,5226,127132,147657,129397,102716,45382,26849,3476
389,284,2336,3101,102984,26630,91571,1216,3553,5853,55272
390,135133,58162,5799,78209,42422,114335,291,283,708,2495
391,112804,4337,104913,95738,102602,102123,2633,77800,40339,100226
392,26630,96917,162478,5134,5749,55080,92509,6696,104078,328
393,1591,5379,300,2677,116799,39381,4323,7728,5046,93139
394,89281,7888,111360,114028,68194,4914,423,8044,161032,5685
395,8875,6967,97836,3732,2575,2908,71970,4276,87960,2327
396,1289,2357,27032,2025,4338,2866,2983,109968,134252,6166
397,33830,127194,131098,5980,43419,164226,80917,47261,4124,279
398,55280,1902,6197,6428,139642,1,52668,68597,5156,27563
399,2455,167370,4063,1130,166183,1827,72874,62644,953,173291
400,51937,1378,159817,103339,27002,73015,1011,1659,95201,92427
401,48304,5134,97913,950,1947,2414,84414,87876,128991,112552
402,2812,6553,2374,121469,27728,7362,71129,72489,3704,7987
403,48877,4614,55805,59440,3076,102165,122884,1683,7789,52319
404,62718,2844,80094,1011,5524,168326,68536,95170,3342,55995
405,7007,3186,26,26344,108727,185435,2787,71745,4166,20
406,2442,139644,26887,160422,133780,97860,8954,66943,2839,3203
407,5531,8974,39715,114396,1428,4845,4743,102800,5095,2885
408,107069,7926,134158,27002,2291,95311,4621,8042,107447,6967
409,5537,47725,140561,55250,2624,87483,7636,53140,8593,2028
410,177765,86298,104906,182293,26176,71466,75816,5418,4642,1582
411,5348,5984,251,1784,72737,48416,3744,1051,2931,71131
412,1121,2625,4850,310,920,138798,6204,33644,318,7832
413,4116,42422,4565,104078,146210,148982,101741,1514,168712,4067
414,159976,92259,9018,159061,170957,2740,34523,5023,137218,4011
415,114670,5135,574,124404,1603,3835,3643,2207,122882,8773
416,3549,829,61818,110350,3150,5378,61348,5610,2472,222
417,4452,3738,48744,6958,7243,171695,32139,173963,1095,7
418,1324,4410,3189,152037,63515,112804,113829,7147,96448,7419
419,1779,31664,1940,95377,82152,31696,87287,5404,3705,6731
420,70663,6949,159193,6760,96417,179953,30816,1163,77201,65585
421,225,6837,5747,4881,45730,7046,2122,5170,79895,830
422,49,33815,336,6533,2161,80584,130970,4349,2093,121129
423,6985,76077,31700,91690,158027,6242,54999,1347,2567,6322
424,78772,121469,72226,2796,7016,131714,2306,302,81847,47725
425,26131,88593,147380,2003,164200,685,33683,347,3624,937
426,2774,8644,100,5644,5177,3578,2361,7455,57368,55290
427,3000,71341,6095,6125,3940,158783,470,142448,99087,112497
428,3334,85796,8979,100556,33138,5971,80846,928,2801,134130
429,6583,60753,3200,31685,956,2336,5915,5553,61406,1268
430,68269,5577,62586,5690,3155,2167,4744,7706,25782,93840
431,8840,64716,27563,4734,4800,27820,3428,117109,6687,72356
432,42728,7394,49130,7647,160730,50923,166705,2280,2010,136540
433,95309,163134,176935,145418,6752,135536,173535,45503,5922,4771
434,1591,98239,184721,6515,68954,53143,43908,31660,55820,96811
435,3662,1101,4334,32511,5414,104875,27802,2693,3125,2677
436,7161,1918,162828,85412,3901,494,3683,5107,8012,97
437,81788,5589,33166,2493,2150,6765,137863,76091,1094,7587
438,6856,4880,599,118924,80906,3539,113780,4711,32598,6603
439,2815,25959,1094,38304,136355,7142,149406,55729,54001,105954
440,773,26159,37545,92309,131237,83086,98585,138036,1883,175693
441,6031,26854,1797,166946,4646,195,52644,78703,2342,110553
442,579,117646,2380,1059,90600,2475,1379,145951,92760,55241
443,44633,158402,53468,174909,26095,8493,96935,60408,4798,506
444,780,69604,3846,4276,4241,891,1005,5649,132462,1593
445,78544,62,156025,94810,27731,71999,6692,127130,128991,95780
446,4067,139644,7161,43460,4384,3634,68791,78264,1233,5240
